WikidataID,LabelWikidata,Class
Q3001,Paramaribo,LOCATION
Q3002,2 Pallas,LOCATION
Q3003,Stormarn (district),LOCATION
Q3004,Ingolstadt,LOCATION
Q3005,,LOCATION
Q3006,Pinneberg (district),LOCATION
Q3007,,LOCATION
Q3008,Mike Oldfield,PERSON
Q3009,3 Juno,LOCATION
Q3010,Boy,LOCATION
Q3011,Steinburg,LOCATION
Q3012,Ulm,LOCATION
Q3013,ICarly,LOCATION
Q3014,Wolfsburg,LOCATION
Q3015,November 30,PERIOD
Q3016,November 29,PERIOD
Q3017,November 28,PERIOD
Q3018,November 27,PERIOD
Q3019,November 26,PERIOD
Q3020,November 25,PERIOD
Q3021,November 23,PERIOD
Q3022,November 24,PERIOD
Q3023,November 21,PERIOD
Q3024,November 20,PERIOD
Q3025,November 22,PERIOD
Q3026,November 19,PERIOD
Q3027,November 18,PERIOD
Q3028,November 17,PERIOD
Q3029,November 16,PERIOD
Q3030,4 Vesta,LOCATION
Q3031,Girl,LOCATION
Q3032,Darwin Harbour,LOCATION
Q3033,Göttingen,LOCATION
Q3034,Willoughby Newton,PERSON
Q3035,Girod Street Cemetery,LOCATION
Q3036,Mack Wilberg,PERSON
Q3037,Kathmandu,LOCATION
Q3038,Heligoland,LOCATION
Q3039,Cassoulet,LOCATION
Q3040,Hudson Bay,LOCATION
Q3041,Magnetosphere of Jupiter,LOCATION
Q3042,Offenbach am Main,LOCATION
Q3043,Belmopan,LOCATION
Q3044,Charlemagne,PERSON
Q3045,Atmosphere of Jupiter,LOCATION
Q3046,Pforzheim,LOCATION
Q3047,Saskatchewan River,LOCATION
Q3048,Charles Maurras,PERSON
Q3049,Düne,LOCATION
Q3050,Recklinghausen,LOCATION
Q3051,,LOCATION
Q3052,,LOCATION
Q3053,,LOCATION
Q3054,,LOCATION
Q3055,,LOCATION
Q3056,,LOCATION
Q3057,,LOCATION
Q3058,,LOCATION
Q3059,,LOCATION
Q3060,Rings of Jupiter,LOCATION
Q3061,,LOCATION
Q3062,,LOCATION
Q3063,,LOCATION
Q3064,,LOCATION
Q3065,,LOCATION
Q3066,,LOCATION
Q3067,Aqueduct of the Gier,LOCATION
Q3068,Loire-Atlantique,LOCATION
Q3069,Bottrop,LOCATION
Q3070,San José_ Costa Rica,LOCATION
Q3071,Punk rock,LOCATION
Q3072,Eastern lowland gorilla,ANIMAL
Q3073,Scharhörn,LOCATION
Q3074,Traffic code,LOCATION
Q3075,Fürth,LOCATION
Q3076,Comet Shoemaker–Levy 9,LOCATION
Q3077,,LOCATION
Q3078,,LOCATION
Q3079,,LOCATION
Q3080,,LOCATION
Q3081,Nigehörn,LOCATION
Q3082,,LOCATION
Q3083,Ain,LOCATION
Q3084,Calymma communimacula,ANIMAL
Q3085,Reutlingen,LOCATION
Q3086,,LOCATION
Q3087,National Register of Historic Places listings in Jasper County_ Missouri,LOCATION
Q3088,No Beef,LOCATION
Q3089,Journal amusant,LOCATION
Q3090,Guy Teissier,PERSON
Q3091,,LOCATION
Q3092,The Man Between,CREATION
Q3093,Aisne,LOCATION
Q3094,,LOCATION
Q3095,,PERSON
Q3096,Volcanology of Io,LOCATION
Q3097,Remscheid,LOCATION
Q3098,Georg Lybecker,PERSON
Q3099,Francis van Bossuit,PERSON
Q3100,Shrewsbury Cathedral,LOCATION
Q3101,Patrick Ricard,PERSON
Q3102,Francis Coventry,PERSON
Q3103,Vilamar e Corticeiro de Cima,LOCATION
Q3104,Koblenz,LOCATION
Q3105,Vosges (department),LOCATION
Q3106,,LOCATION
Q3107,Sylt,LOCATION
Q3108,Lyon Tablet,LOCATION
Q3109,,LOCATION
Q3110,San Salvador,LOCATION
Q3111,,LOCATION
Q3112,Phil Hill,PERSON
Q3113,Allier,LOCATION
Q3114,Canberra,LOCATION
Q3115,,LOCATION
Q3116,,LOCATION
Q3117,Bergisch Gladbach,LOCATION
Q3118,Oryol,LOCATION
Q3119,São Caetano (Cantanhede),LOCATION
Q3120,Jura (department),LOCATION
Q3121,Geoffrey Dear_ Baron Dear,PERSON
Q3122,Home Instead Senior Care,LOCATION
Q3123,Io (moon),LOCATION
Q3124,Amphitheatre of the Three Gauls,LOCATION
Q3125,Hautes-Alpes,LOCATION
Q3126,Erlangen,LOCATION
Q3127,Föhr,LOCATION
Q3128,Graham Hill,PERSON
Q3129,Oryol Oblast,LOCATION
Q3130,Sydney,LOCATION
Q3131,Alpes-de-Haute-Provence,LOCATION
Q3132,Moers,LOCATION
Q3133,Green,LOCATION
Q3134,Callisto (moon),LOCATION
Q3135,,LOCATION
Q3136,Amrum,LOCATION
Q3137,Jim Clark,PERSON
Q3138,Trier,LOCATION
Q3139,Alpes-Maritimes,LOCATION
Q3140,Hudson River,LOCATION
Q3141,Melbourne,LOCATION
Q3142,Red,LOCATION
Q3143,Europa (moon),LOCATION
Q3144,,LOCATION
Q3145,,LOCATION
Q3146,Pellworm,LOCATION
Q3147,,LOCATION
Q3148,Ardèche,LOCATION
Q3149,,LOCATION
Q3150,Jena,LOCATION
Q3151,Muon,LOCATION
Q3152,,LOCATION
Q3153,John Surtees,PERSON
Q3154,Gyanvapi Mosque,LOCATION
Q3155,Circus Games Mosaic,LOCATION
Q3156,,LOCATION
Q3157,,LOCATION
Q3158,,LOCATION
Q3159,Kursk,LOCATION
Q3160,,LOCATION
Q3161,,LOCATION
Q3162,,LOCATION
Q3163,,LOCATION
Q3164,Ardennes (department),LOCATION
Q3165,,PERSON
Q3166,Denny Hulme,PERSON
Q3167,Siegen,LOCATION
Q3168,,LOCATION
Q3169,Ganymede (moon),LOCATION
Q3170,,LOCATION
Q3171,,LOCATION
Q3172,Fehmarn,LOCATION
Q3173,Green Alliance (Russia),LOCATION
Q3174,Castle Sween,LOCATION
Q3175,Odeon of Lyon,LOCATION
Q3176,,LOCATION
Q3177,,LOCATION
Q3178,Kursk Oblast,LOCATION
